id,price
0,2846.51072446372
1,5455.128503467366
2,9431.50143798009
3,3950.7203351944827
4,1662.343776149189
5,6080.415284993232
6,4829.966906514844
7,4290.939674244568
8,5259.019369422696
9,15350.137538142606
10,4469.277048263188
11,750.3990883130448
12,2928.6110751189635
13,1617.13349419528
14,2498.8445170403074
15,1174.2422257068085
16,1430.5203271535825
17,3984.134095649739
18,4107.9113329975
19,888.8028761627614
20,2101.375990493289
21,5245.877879900931
22,4049.1633109298687
23,676.4991144469664
24,17235.928888510713
25,1143.5282456554705
26,611.536063075346
27,1009.3907902867467
28,1665.7801294375934
29,873.7119499790911
30,10532.097518486835
31,559.5707925383125
32,4042.6522146702864
33,716.2725346034327
34,691.1640953740947
35,2433.1051507156712
36,6494.401060765506
37,2512.5461676986333
38,2772.0880601146373
39,708.7136015427459
40,512.7036757701547
41,9085.97033355756
42,876.0188846002765
43,1759.9963367277194
44,10494.08560885627
45,2494.639107145459
46,969.0139346408268
47,808.9629967618243
48,1167.4798753375167
49,2838.1275121162575
50,637.8559476400804
51,4574.40851995801
52,2806.2453574718706
53,7096.019521895516
54,5622.638937239726
55,2188.9087789784408
56,9269.79323062444
57,2347.5794892407016
58,4327.134619126683
59,2939.5783158022264
60,1213.1375154347531
61,579.7518179514317
62,7098.96773856239
63,1098.736681023773
64,8492.429118783486
65,18046.636155746637
66,916.6771080341831
67,11758.771914449495
68,5394.204178438569
69,9555.856646248047
70,483.1622574339475
71,731.5062757173574
72,834.4600328741791
73,1289.08055542655
74,5151.29635948188
75,1874.300100662979
76,8585.083142982796
77,14088.00328386258
78,2886.0587949392757
79,6523.954257991388
80,11335.314076118259
81,2019.7163725035464
82,14287.418588381697
83,6599.219699654324
84,882.4478750345174
85,7584.069965342031
86,1017.2577744707233
87,12264.579619543092
88,8667.019113818931
89,16037.563489867474
90,5051.759298890872
91,1311.1130957316009
92,1006.5861873461721
93,838.4930222191952
94,16050.794939538275
95,561.2830870193081
96,14455.25514659423
97,15092.186350166523
98,12473.337575686553
99,676.4879897589768
100,2563.077499902863
101,771.9829914721897
102,613.7494685105954
103,514.373905195827
104,1052.9939388064927
105,1718.7053565731956
106,1301.129043815873
107,805.8223028368855
108,1079.5232409756782
109,696.5679942766674
110,660.6135076972079
111,1066.5790643183375
112,1761.903161723132
113,1687.4968724352293
114,1425.7859505836873
115,5227.213592908004
116,5180.329823085668
117,15710.194783151586
118,532.4877779795222
119,17315.213156075217
120,1332.0579829081425
121,1719.1275916587213
122,1114.0992913366558
123,577.8179376363921
124,691.1612879037222
125,1350.5769929208764
126,1134.4399295611279
127,12986.139224590752
128,5564.08058914936
129,5135.047492433243
130,6318.734211784942
131,3277.232535325454
132,6693.371714321343
133,1039.5688182027307
134,3540.9823042710022
135,1048.22962031844
136,618.582580855621
137,6839.890101967272
138,622.8941047967261
139,4324.497306922723
140,930.0218533106872
141,863.871923486598
142,3479.7681952811513
143,4170.682908112221
144,777.2871187158672
145,6229.28357226395
146,16293.561871948532
147,5148.455660024906
148,2520.26765985198
149,1857.854360414198
150,2619.476117569145
151,1746.296967988835
152,12492.28543725322
153,2785.8480674985403
154,580.2864184040407
155,14582.392734269462
156,3271.753435595439
157,2881.4736298805747
158,3801.1677959494777
159,884.0185391078398
160,7565.360164644657
161,9874.589189321234
162,718.2589606800101
163,593.1533795031869
164,5415.559556387818
165,10920.455699376684
166,3154.0284353085276
167,4444.405555542976
168,3430.1671168785374
169,10789.674191183463
170,799.9320861404609
171,1652.004928580646
172,4655.447927720108
173,2206.638815458212
174,6348.137568175478
175,1795.6287469788142
176,4384.792935207834
177,3499.7112646973624
178,2566.403217856106
179,3396.3401472926453
180,3497.3903737733344
181,1701.588915696805
182,922.3893128541415
183,1589.4480651839506
184,738.5034354867734
185,3917.2257583345863
186,932.9017125532594
187,860.4841387130664
188,521.3990247965539
189,1841.559013700222
190,2199.520253578547
191,801.7502297455093
192,804.9812875948393
193,6238.905344739322
194,4227.944220419552
195,2338.75148796086
196,666.115607224104
197,12899.23247152781
198,599.9283539837326
199,8623.31225029215
200,10595.827049605889
201,6339.9154069365895
202,660.3347012897138
203,794.9704493643804
204,6398.265071360419
205,3671.8723275446414
206,687.6289792070733
207,3088.1159874295813
208,921.1260771596583
209,8195.779515038557
210,2612.5433589496856
211,6989.71259059171
212,11336.229728861266
213,492.109026015754
214,1208.4046070723587
215,904.5285233825318
216,2601.9256235959624
217,2557.3102654610084
218,816.3099818674308
219,1349.711041669774
220,2623.7284099502667
221,2082.183250992888
222,9131.173517187557
223,1051.2334111506866
224,1232.0714281868563
225,4408.470391593236
226,3909.966609881076
227,1913.4057753738862
228,6711.045700717728
229,1899.9538522527198
230,5131.489402802195
231,1485.7102174016788
232,1079.7866221948848
233,1552.8853480301314
234,879.6126245495221
235,8378.066274816043
236,1231.446154966674
237,952.7724228776817
238,4313.152490740585
239,8296.013532307414
240,6125.8412294918
