id,price
0,2935.1099
1,5640.3745
2,9229.169
3,4042.1987
4,1476.6058
5,6170.5645
6,4875.636
7,4277.708
8,5222.7896
9,15901.422
10,4504.211
11,705.7798
12,2913.5286
13,1560.2644
14,2422.9885
15,1104.194
16,1355.8604
17,4001.338
18,3998.5408
19,862.2204
20,2152.422
21,5135.4297
22,4292.9004
23,543.9269
24,17242.693
25,1021.9482
26,596.64496
27,1014.088
28,1444.8193
29,840.9585
30,10830.74
31,512.0731
32,4123.3823
33,700.7715
34,657.52313
35,2427.395
36,6533.2227
37,2690.42
38,2838.0154
39,704.6367
40,538.35
41,9080.934
42,841.20593
43,1702.812
44,10484.625
45,2503.8367
46,962.6925
47,770.45447
48,1198.013
49,2855.0178
50,680.0049
51,4631.0093
52,2887.2805
53,7342.0454
54,5598.52
55,2123.2495
56,9519.766
57,2428.658
58,4403.8447
59,2847.9885
60,1226.7931
61,557.85626
62,7010.9136
63,1053.5299
64,8938.905
65,17460.61
66,882.38916
67,11640.288
68,5291.02
69,9579.123
70,449.4997
71,674.78937
72,788.80505
73,1185.7133
74,5223.9023
75,1833.8577
76,8788.1455
77,14593.134
78,2561.8171
79,6562.3228
80,11084.906
81,2013.6982
82,14580.883
83,6725.8306
84,879.32513
85,7515.2383
86,976.2852
87,11794.868
88,8446.187
89,14682.808
90,5167.91
91,1352.5199
92,954.4766
93,858.26636
94,11207.531
95,527.99927
96,14461.228
97,14789.676
98,12765.903
99,621.5156
100,2435.8289
101,658.99786
102,650.0502
103,451.33472
104,955.0185
105,1655.1174
106,1242.2247
107,742.90936
108,1014.20715
109,717.74475
110,570.1312
111,1035.7954
112,1859.5947
113,1508.7924
114,1543.1819
115,5096.909
116,5193.4243
117,15291.737
118,458.91595
119,17178.076
120,1187.9976
121,1506.4789
122,1085.2858
123,564.0096
124,720.0821
125,1315.76
126,1115.1052
127,13452.362
128,5590.734
129,5200.334
130,6447.9546
131,3239.4084
132,6832.577
133,1028.5901
134,3445.4143
135,1055.7515
136,631.5882
137,7215.692
138,494.3294
139,4309.4077
140,855.4946
141,874.71246
142,3400.0425
143,4104.431
144,705.0426
145,6211.3945
146,16312.608
147,5098.709
148,2534.6765
149,1851.7017
150,2245.9187
151,1722.5968
152,12244.839
153,2863.0022
154,611.3603
155,14986.151
156,3549.017
157,2832.671
158,3973.2566
159,901.4584
160,7331.499
161,9947.365
162,707.74817
163,650.5598
164,5408.9897
165,11266.377
166,3141.5752
167,4538.687
168,3312.3503
169,11362.551
170,748.00903
171,1471.1492
172,4692.725
173,2017.5615
174,6393.906
175,1788.3894
176,4443.2197
177,3475.1323
178,2611.041
179,3423.031
180,3482.2795
181,1583.5432
182,878.14606
183,1573.5431
184,709.77734
185,4057.6567
186,921.9167
187,832.81415
188,525.4089
189,1813.9552
190,2303.8035
191,741.03467
192,804.55444
193,6383.505
194,3973.6804
195,2382.7407
196,638.8226
197,13081.359
198,615.1691
199,9060.693
200,10018.662
201,6220.066
202,657.2317
203,788.69495
204,6470.1187
205,3638.9214
206,636.43243
207,3009.8796
208,890.5379
209,8363.091
210,2698.561
211,7119.775
212,11102.5625
213,445.92688
214,1164.7688
215,748.31604
216,2683.332
217,2576.544
218,818.29065
219,1266.1166
220,2092.4065
221,2021.348
222,9137.723
223,1033.0381
224,1181.0454
225,4439.189
226,3556.9932
227,1931.0765
228,6699.3027
229,1855.8704
230,5143.275
231,1466.1711
232,1214.8766
233,1426.659
234,887.31665
235,8678.932
236,1200.8564
237,937.0831
238,4322.139
239,8574.408
240,5964.401
241,852.8691
242,15515.45
243,4484.2036
244,461.00986
245,978.1715
246,2492.9912
247,7446.29
248,10558.195
249,5552.1963
250,5263.804
251,1439.7628
252,2663.9124
253,5246.9355
254,5176.149
255,1252.8424
256,663.0379
257,1960.4863
258,829.56903
259,15410.468
260,6395.013
261,4771.1304
262,1745.9894
263,3821.024
264,776.75287
265,2263.7473
266,8812.275
267,1772.6182
268,1020.34424
269,8757.853
270,7636.884
271,770.4203
272,4445.961
273,5152.6997
274,459.947
275,896.1189
276,6444.745
277,575.5367
278,6854.4004
279,8530.247
280,1560.5037
281,2688.8826
282,4180.3345
283,9191.703
284,8841.858
285,11405.503
286,5083.984
287,16915.572
288,1723.1908
289,6241.854
290,385.81656
291,8257.12
292,16976.74
293,858.40375
294,7536.7593
295,1759.9117
296,2144.5012
297,704.21564
298,281.8628
299,5655.5864
300,2208.608
301,1149.2875
302,3620.9639
303,5853.1113
304,5936.2544
305,8543.37
306,1035.4917
307,1024.8735
308,1612.4155
309,2083.8235
310,1701.1287
311,353.59073
312,7807.571
313,5258.8438
314,2336.2231
315,10731.507
316,720.0927
317,1086.1024
318,885.21515
319,8030.5776
320,5042.517
321,527.10614
322,443.58435
323,531.85626
324,898.25867
325,5543.7734
326,1487.3567
327,1806.412
328,6382.9067
329,617.7601
330,17515.037
331,2276.3105
332,848.7608
333,8818.224
334,3448.105
335,1808.3594
336,13960.771
337,887.4588
338,900.6559
339,6107.469
340,690.5305
341,1552.5648
342,630.28455
343,4456.4243
344,4530.267
345,1749.6328
346,661.94037
347,2521.352
348,4842.985
349,783.63965
350,3300.5977
351,485.95978
352,2551.5698
353,1944.404
354,627.6248
355,1471.5615
356,732.43054
357,11553.696
358,1347.7014
359,486.9545
360,964.8711
361,8288.34
362,564.3886
363,8709.564
364,3537.0818
365,660.0539
366,635.4909
367,4569.994
368,1593.3907
369,571.78265
370,668.5596
371,740.60425
372,6341.212
373,817.50146
374,442.1033
375,904.12396
376,709.9848
377,4236.928
378,2685.9534
379,589.6123
380,4613.5825
381,509.10968
382,664.30865
383,9891.291
384,967.47437
385,773.36505
386,16014.235
387,12042.688
388,790.2498
389,753.7523
390,2630.7136
391,841.8977
392,8720.205
393,609.16034
394,1939.3354
395,4804.2744
396,663.9074
397,2019.5378
398,992.0592
399,2245.9778
400,5061.2817
401,615.35223
402,2609.311
403,10364.573
404,1274.9972
405,1054.5854
406,572.7924
407,17190.682
408,1827.2634
409,5907.692
410,836.87384
411,722.31744
412,4542.0425
413,1408.0653
414,7209.849
415,796.15344
416,1381.5153
417,7923.5083
418,334.10565
419,4921.904
420,13355.197
421,4328.6235
422,5107.092
